hike_id,name,n_records,n_users,avg_dist_km,avg_uphill,avg_diff,lat_center,lon_center
donaufelsenl ufe v witbergrunde_48.11_9.22,DonauFelsenLäufe ( V ) : Witbergrunde,2,1,5.8862158230858865,104.78299560546871,1,48.10847282409668,9.220255374908447
donautal in herbstlichem ambiente eichfelsen 786m und burg wildenstein 810m_48.06_8.99,"Donautal in herbstlichem Ambiente, Eichfelsen 786m und Burg Wildenstein, 810m",1,1,14.127153487125604,481.1740000000002,2,48.05565532295,8.9854169637
donautal und donauwellen runde ab fridingen_48.02_8.95,"Donautal und Donauwellen, Runde ab Fridingen",1,1,17.664332805742106,585.9890000000005,2,48.019214789399996,8.95413033665
dopo el cas l l ra del tr tap s_45.76_10.09,Dopo el Cas l'è l'ùra del Trè Tapàs.,1,1,10.853307397750815,1169.8080000000004,3.25,45.755972150000005,10.090921
dopo il bombolone mi faccio i corni capreni_45.77_10.12,Dopo il Bombolone mi faccio i Corni Capreni...,2,1,11.50621749546668,977.947,3.25,45.773854,10.117330299999999
dopo il salmone la gallina_45.97_9.82,Dopo il Salmone...la Gallina!,1,1,19.976322635284166,1547.3859999999995,3,45.97095484379679,9.818883282132447
doppio compleanno nel wild_46.37_8.89,Doppio Compleanno nel WILD,2,1,11.053969052676965,1020.095,2,46.3689464,8.8913621
dorsale boletto 1236 m palanzone 1436 m_45.83_9.17,Dorsale Boletto 1236 m - Palanzone 1436 m,1,1,27.90052670887526,1509.946,3,45.83381123375,9.1749699321
doss dei corvi 1474m marzola 1737m hausberge von trient_46.04_11.2,Doss dei Corvi (1474m) - Marzola (1737m) - Hausberge von Trient,1,1,12.929883409710754,1067.652,2,46.0377095,11.1966955
doss di vacch_46.23_9.45,Doss di Vacch,2,1,6.972130109570485,908.782,3.25,46.23348493595,9.44670067165
dosso bello_46.18_9.26,Dosso Bello,2,1,8.850685287689824,1053.878,2,46.18449335,9.25568915
dosso di costalta 1955 m auf der suche nach dem bergfr hling_46.13_11.31,Dosso di Costalta (1955 m ) - auf der Suche nach dem Bergfrühling,1,1,11.335526906484063,652.1760000000004,1,46.133257,11.308508
dosso fal m grione m sparavera malga lunga croce corna lunga_45.82_9.99,Dosso Falò M. Grione M. Sparavera Malga Lunga Croce Corna Lunga,1,1,18.403016915094536,1174.3810668945375,3,45.81926155090335,9.985275745391865
double monte bisbino_45.86_9.06,"""Double"" Monte Bisbino",1,1,25.046589993527405,3243.496999999999,2,45.86347541771829,9.061001152731478
dove c fatica c piz sesvenna 3205 mt_46.68_10.41,Dove c'è fatica... c'è Piz Sesvenna! 3205 mt.,1,1,13.103391860751893,1403.523,4,46.6832408,10.413651699999999
dr schn uscht w g nach worb_46.92_7.65,«Dr schnäuscht Wäg nach Worb» ...,1,1,22.997420300970017,634.6509999999996,1,46.91557257436216,7.649879925884306
drehh tte 1210 m kurze schlittentour mit einkehr_47.57_10.78,Drehhütte (1210 m) - kurze Schlittentour mit Einkehr,1,1,3.2460563861859475,351.10000000000014,1,47.57443394,10.778349635000001
drei auf einen streich veitsberg frechjoch thalerjoch_47.57_11.98,Drei auf einen Streich: Veitsberg - Frechjoch - Thalerjoch,2,1,11.878765573380345,869.0600000000001,3,47.567971,11.9777575
drei burgen wanderung im pf lzer wald_49.19_7.98,Drei-Burgen-Wanderung im Pfälzer Wald,1,1,5.420262613417938,173.19999999999987,2,49.19185599312186,7.982017113827169
drei gipfel tour im schwarzwald_47.78_8.05,Drei - Gipfel - Tour im Schwarzwald,1,1,2.958257459952108,0.91599999999994,2,47.78433014175,8.0546884658
drei schwestern 2052m co_47.16_9.56,"Drei Schwestern, 2052m & Co.",2,1,9.606224351926171,1434.1419999999998,3.75,47.164628882900004,9.560610861499999
drei tage im tessin giubiasco mendrisio_46.13_8.99,Drei Tage im Tessin (Giubiasco - Mendrisio),2,1,13.401226626212916,1088.4,2,46.13403666666666,8.988358333333334
drei tage jurah henweg etappen 5 6 7_47.27_7.6,"Drei Tage Jurahöhenweg (Etappen 5,6,7)",2,1,22.042698634393048,1146.7470000000003,2,47.272053,7.59728
drei zinnen tre cime_46.63_12.31,Drei Zinnen / Tre Cime,1,1,19.58833803879057,981.5,3,46.625136,12.3149065
dreieckspitze 3031m und b renluegspitze 2960m in der rieserferner gruppe_46.96_12.1,Dreieckspitze (3031m) und Bärenluegspitze (2960m) in der Rieserferner-Gruppe,1,1,8.06404700687789,137.60099999999989,3.25,46.956717850000004,12.1004975
dreifaltigkeit 1800m und marwees 2056m_47.27_9.41,Dreifaltigkeit 1800m und Marwees 2056m,2,1,12.274432957474906,1275.456,6,47.2703450499,9.4103531772
dreigipfelwanderung zh_47.43_8.43,Dreigipfelwanderung / ZH,2,1,12.682079352283296,423.121984863281,1,47.42758750915527,8.433699131011963
dreiherrnspitze 3499m und r tspitze 3495 langer zustieg ber clarah tte_47.04_12.27,Dreiherrnspitze (3499m) und Rötspitze (3495) - Langer Zustieg über Clarahütte,2,1,25.042130494782135,2012.499938964848,5,47.03862953186035,12.2687497138977
dreik nigswanderung bei bichl_47.71_11.41,Dreikönigswanderung bei Bichl,1,1,10.922320838171194,175.83903124999995,1,47.7108911331743,11.412932043895125
dreizehntenhorn 3052m schwarzhorn 3201m augstbordhorn 2973m_46.25_7.78,Dreizehntenhorn (3052m) - Schwarzhorn (3201m) - Augstbordhorn (2973m),1,1,23.61144724676598,1978.3269164000003,4,46.245848,7.7769845
dritti sparati sul monte coleazzo cima nord 3030 mt la rivincita_46.28_10.46,Dritti sparati sul Monte Coleazzo cima Nord (3030 mt). La rivincita...,1,1,7.079706741714721,1247.3279999999995,3.25,46.28239515,10.46131675
druesberg via s dkante und forstberg_47.02_8.84,Druesberg via Südkante und Forstberg,2,1,12.501599043781198,1432.9629999999995,5.75,47.0153507497,8.83769048845
du col du sanetsch la pointe de la plaine morte_46.34_7.34,Du Col du Sanetsch à la Pointe de la Plaine Morte,2,1,8.93670597741435,742.9999999999995,3,46.3372125,7.337618
duathlon del gaggio_46.22_9,Duathlon del Gaggio,2,1,32.34267756157037,2158.207934570312,3,46.223475937731564,8.997447132132947
due castiglioni in visita alla colma di castiglione replicata con_46.03_8.19,"due ""CASTIGLIONI"" in visita alla Colma di  CASTIGLIONE .... replicata con .......",2,1,6.054069599916598,1.6799999999998363,2,46.02567655,8.189480849999999
due cottimisti sulle orobie badile in spalla e su per il m secco_46.01_9.72,Due cottimisti sulle Orobie...  Badile in spalla e su per il M. Secco!,1,1,10.647592310404809,1238.0980000000002,3,46.0060476,9.71717515
due giorni al rif tavecchia_46.03_9.46,Due giorni al Rif. Tavecchia,2,1,16.527821845073234,957.6001464843736,2,46.02582359313965,9.455065727233885
due giorni al rifugio della bernasca_46.12_9.74,Due giorni al Rifugio della Bernasca,1,1,4.543819078923281,1528.8000000000002,3,46.115709949999996,9.7374914
due notti al rifugio fallere_45.77_7.21,Due notti al Rifugio Fallere,2,1,18.59597710352648,1390.6009521484425,3.25,45.76876640319825,7.207812070846559
due notti al tavecchia_45.99_9.46,Due notti al Tavecchia,1,1,8.182682423171755,906.740026855467,2,45.99350166320805,9.46253490447998
dunstige spritztour zum monte cefalo 543m_41.27_13.53,Dunstige Spritztour zum Monte Cefalo (543m),1,1,5.908080888564369,49.500999999999976,3,41.26670791305,13.53449366055
dunvegan head_57.5_-6.73,Dunvegan Head,1,1,9.299790904113888,299.87000000000006,2,57.5016641523689,-6.725189625285566
dur s rotbach tobel_47.08_8.29,Dur's Rotbach Tobel,1,1,10.854867818467024,95.92890625,1,47.082894053310156,8.285020608454943
durch das larsec und ber den kesselkogel_46.46_11.65,Durch das Larsec  und über den Kesselkogel,1,1,14.689907701664701,1261.823,3,46.460769209079444,11.64667830336839
durch den g rbegraben auf den selib el_46.74_7.47,Durch den Gürbegraben auf den Selibüel,1,1,19.356547917035563,1150.9499999999996,2,46.743039982400006,7.47474408245
durch den gotthard basistunnel zur capanna pian d alpe_46.38_8.94,Durch den Gotthard-Basistunnel zur Capanna Pian D’Alpe,1,1,11.14031120053708,1552.4600000000005,2,46.379688,8.940833
durch den klausgraben zur dalsenalm_47.73_12.32,Durch den Klausgraben zur Dalsenalm,1,1,7.382725687285097,507.05399999999986,2,47.7340295445174,12.321169967763126
durch den soingraben zu den ruchenk pfen_47.64_11.98,Durch den Soingraben zu den Ruchenköpfen,1,1,14.203773214780483,731.8040000000001,2,47.644140338525176,11.980283372104168
durch den wilden emmegraben_46.84_7.82,Durch den wilden Emmegraben,2,1,14.605398624777957,587.5492000000002,4,46.83903535,7.82467555
durch die breitachklamm nach riezlern_47.39_10.21,Durch die Breitachklamm nach Riezlern,2,1,8.068700412485171,392.7468506099997,2,47.38541765,10.21249025
durch die gorges de l areuse hinauf zum creux du van 1463 m und hinab nach st aubin in zwei tagen_46.93_6.78,Durch die Gorges de l'Areuse hinauf zum Creux du Van (1463 m) und hinab nach St-Aubin in zwei Tagen,1,1,28.217737961862174,1067.1060000000002,2,46.933117280714214,6.778642530553043
durch die grie bachklamm zur huberh he_47.57_12.49,Durch die Grießbachklamm zur Huberhöhe,2,1,10.347899368930705,548.859,2,47.56887080613524,12.492265440523624
durch die leiteren aufs biet 1965 m_47.03_8.83,Durch die Leiteren aufs Biet (1965 m),1,1,9.288653167180142,927.38,4,47.0280093094334,8.825170272029936
durch die nebelsuppe bei hattenhofen_48.23_11.14,Durch die Nebelsuppe bei Hattenhofen,1,1,10.759307378264987,92.95400000000018,1,48.22998382151127,11.13677083980292
durch die starzlachklamm_47.53_10.3,Durch die Starzlachklamm,1,1,5.751701172867167,271.57238771000016,2,47.53266365,10.30272495
durch die tektonik arena von elm nach weisstannen_46.9_9.24,Durch die Tektonik-Arena - von Elm nach Weisstannen,2,1,14.085202649626172,1355.821,4,46.901147151365876,9.235334554687142
durch die wolfsschlucht auf den schildenstein_47.61_11.73,Durch die Wolfsschlucht auf den Schildenstein,1,1,12.211832240959517,801.167,3,47.60628770571202,11.732040820643306
durch die wunderbare charetalp_46.94_8.93,Durch die wunderbare Charetalp,2,1,11.764308155825784,491.6999999999998,3,46.93568315,8.927651104999999
durch tobel und ber offene feldlandschaft von rikon nach pf ffikon_47.41_8.8,Durch Tobel und über offene Feldlandschaft: von Rikon nach Pfäffikon,1,1,13.185171414191263,243.50799999999992,1,47.40594127681106,8.798504672013223
durch wald und feld rund um aresing_48.53_11.3,Durch Wald und Feld rund um Aresing,1,1,19.265022291667368,169.64099999999996,1,48.530226023867726,11.300973161123693
durchquerung der grosina alpen 3 etappe_46.37_10.17,Durchquerung der Grosina-Alpen 3. Etappe,1,1,15.190282927697295,1352.189,3.75,46.37421943715,10.1685057068
durchquerung der grosina alpen 4 etappe_46.44_10.27,Durchquerung der Grosina-Alpen 4. Etappe,1,1,21.157023081324958,1500.9520000000002,3.25,46.44391429145,10.267190001900001
durchs arzmoos zur kronberger alm_47.69_12.06,Durchs Arzmoos zur Kronberger Alm,1,1,7.170020607652986,165.0460000000004,2,47.694847248494625,12.059896658174694
durchs farenbachtobel auf den schauenberg_47.47_8.87,Durchs Farenbachtobel auf den Schauenberg,1,1,11.776532060720035,422.999,1,47.46857249177992,8.874878687784076
durchs hohe venn nach baraque michel_50.52_6.13,Durchs Hohe Venn nach Baraque Michel,2,1,26.548169758632568,329.44799999999987,1,50.51573254633695,6.128517645411193
durchs zwerchloch auf die lamsenspitze_47.36_11.62,Durchs Zwerchloch auf die Lamsenspitze,1,1,15.491002049921807,1788.7270000000003,3.75,47.36429356969893,11.621778309345245
durmont 1835 m cargadur 1871 m tuf 2033 m petta 2054 m e iron 1865 m_46.09_10.77,Durmont 1835 m - Cargadur 1871 m - Tuf  2033 m - Petta 2054 m e Iron 1865 m,2,1,16.746115422385955,1284.9589999999992,3.25,46.090575037524104,10.767751224339008
e come ulisse approdammo a cima mughera 1161 m_45.82_10.78,e...come Ulisse approdammo a Cima Mughera 1161 m,2,1,8.163341757859483,995.02,2,45.82185813691467,10.784195177257061
e di nuovo resegone_45.87_9.48,E' di nuovo Resegone,1,1,8.101944972518716,907.4700000000004,2,45.865829000000005,9.480864
e passato solo un mese punta cunicolo da marone_45.75_10.1,"E' passato solo un mese... Punta Cunicolo, da Marone!",1,1,8.76804910373058,825.2989999999999,3,45.75123465,10.099276249999999
e primavera traversata sestri levante deiva marina baciati dal sole_44.25_9.46,E' primavera?? Traversata:Sestri Levante - Deiva Marina baciati dal sole,1,1,22.323633133984128,928.1990000000002,1,44.2455358,9.45805995
e vaccaro sia_45.9_9.89,E Vaccaro sia.....!,1,1,17.037609864085603,1331.7459999999996,3,45.89727323978903,9.889324102466052
ebbetts and reynolds peak fun scrambling on a warm and sunny fall day_38.56_-119.83,Ebbetts - and Reynolds Peak - fun scrambling on a warm and sunny fall day,1,1,15.877271028630735,660.4000000000015,5,38.56321965,-119.825574
ebbser steig zur vorderkaiserfeldenh tte und ber den schanzer weg zur ck_47.62_12.23,Ebbser Steig zur Vorderkaiserfeldenhütte und über den Schanzer Weg zurück,1,1,10.529455752717537,966.8480000000004,3,47.615034682676196,12.232490563765168
ebenalp 1640m_47.28_9.41,"Ebenalp, 1640m",2,1,10.505672353874385,865.8569999999999,2,47.28492826225,9.41416949965
ebenalp seealpsee_47.28_9.41,Ebenalp Seealpsee,1,1,12.845754684261095,957.93,2,47.2798095,9.41333
edelgrat zuckerhut grenchenberg_47.23_7.41,Edelgrat - Zuckerhut - Grenchenberg,1,1,12.87423902003165,957.1660000000002,3.25,47.23102420102805,7.411947618238628
edelsberg 1630 m winter im allg u_47.6_10.51,Edelsberg (1630 m) - Winter im Allgäu,1,1,10.523257860820769,748.3,2,47.59941829,10.514516825000001
edelsberg runde_47.59_10.52,Edelsberg-Runde,1,1,16.83992986697781,881.8559999999997,2,47.59400067385,10.517569519550001
eggenkofel_46.72_12.68,Eggenkofel,1,1,12.487015484713114,1072.6999999999998,4.25,46.724008,12.6792625
eggenmandli 2448m und breit stock 2464m_46.83_8.58,Eggenmandli 2448m und Breit Stock 2464m,2,1,7.7163532336527885,214.50499999999943,5,46.83347262905,8.577825631949999
eichbergrunde_48.12_7.87,Eichbergrunde,1,1,23.82878839362003,507.2600158691406,1,48.12311553955078,7.869098663330078
eidechsspitze 2738 m_46.86_11.77,Eidechsspitze (2738 m),1,1,11.804796114525848,1297.6479999999997,2,46.8563245,11.7654715
ein abwechslungsreicher tag_46.17_8.09,Ein abwechslungsreicher Tag,1,1,24.25146352503835,980.2440000000004,3.25,46.17427131625,8.08728099335
ein aufgegebenes weglein zum hinteren weissenstein_47.25_7.48,Ein aufgegebenes Weglein zum Hinteren Weissenstein,2,1,7.807147326874966,561.0669999999998,4.75,47.2510737553,7.4792125588000005
ein aussichtspunkt im emmental_46.91_7.74,Ein Aussichtspunkt im Emmental,1,1,28.200662589994966,816.9369999999996,1,46.910755787976086,7.7403342397883534
ein biwak mit vier ecken und dem tiefen grauen schutt_47.39_11.3,Ein Biwak mit vier Ecken und dem tiefen grauen Schutt ...,1,1,8.57306985903637,760.0680000000003,4,47.389226043596864,11.296351798810065
ein kantiges h rnle ber den d chern von burgberg_47.55_10.31,Ein kantiges Hörnle: Über den Dächern von Burgberg,1,1,9.422588016741424,839.3830000000004,3.25,47.54570301622152,10.31178005039692
ein kurzer tripp ins murnauer moos_47.7_11.4,Ein kurzer Tripp ins Murnauer Moos,1,1,12.068519780891256,106.02899999999988,1,47.69740498624742,11.395107675343752
ein langer aufstieg auf das stockhorn_46.71_7.49,ein langer Aufstieg auf das Stockhorn,1,1,11.014678234549958,924.4995117187505,3,46.70839191880077,7.491502063348889
ein langer hatscher unter dem w stenhimmel firstberg und grubenkopf_47.6_10.85,Ein langer Hatscher unter dem Wüstenhimmel: Firstberg und Grubenkopf,2,1,23.967754527358807,1060.489,2,47.5959083950147,10.847456543706357
ein sp tsommertag auf dem weg zur weisshornh tte_46.09_7.76,Ein Spätsommertag auf dem Weg zur Weisshornhütte,1,1,15.352409911063493,1561.964,3,46.09006478915,7.7604852151
ein spaziergang auf der weininsel bei volkach von weinbergen marienk fern und stieren_49.85_10.2,"Ein Spaziergang auf der Weininsel bei Volkach - Von Weinbergen, Marienkäfern und Stieren",1,1,7.235764268886175,163.59999999999997,1,49.84837205,10.201741049999999
ein unbeschriebenes blatt und der erste versuch ochsner_47.03_11.82,Ein unbeschriebenes Blatt und der erste Versuch: Ochsner,1,1,2.617337778455464,500.1300000000001,5,47.030976209789515,11.81768350303173
eine alternative zur gehrenspitze die gehrenspitze_47.39_11.14,Eine Alternative zur Gehrenspitze: Die Gehrenspitze,1,1,14.47606857616236,1272.9349999999995,4,47.38696506712586,11.144310738891363
eine andere art der energiewanderung mont crosin_47.19_7.05,eine andere Art der Energiewanderung - Mont Crosin,1,1,15.065963713288102,537.6654296875001,2,47.18707675114274,7.054337114095688
eine ausweichtour aus wettergr nden le grand chaumont_47.05_7.01,eine Ausweichtour aus Wettergründen: Le Grand Chaumont,1,1,15.220138568398392,917.19384765625,2,47.05325631424785,7.011646279133856
eine fast fr hlingswanderung ber den ottoberg_47.56_9.14,Eine fast Frühlingswanderung über den Ottoberg,1,1,17.907906376941103,417.8378999999998,1,47.563528,9.138202
eine genusstour im donaubergland bei der burg wildenstein_48.06_9.02,Eine Genusstour im Donaubergland bei der Burg Wildenstein,1,1,11.537654801032442,295.3610000000001,1,48.0596125452,9.015197278950001
eine goldene wanderung zum aussichtspunkt chap tsch l_46.45_9.96,Eine goldene Wanderung zum Aussichtspunkt Chapütschöl,1,1,7.232943791366731,212.1588000000006,2,46.44561,9.964439
eine sp tsommerliche runde auf die hochsalwand_47.73_12.02,Eine spätsommerliche Runde auf die Hochsalwand,2,1,16.423134191059894,995.0999999999996,3,47.726590855,12.022334749999999
eine unn tz e berschreitung_47.53_11.75,Eine Unnütz(e) Überschreitung,2,1,11.517150459135447,1209.7719999999997,4.25,47.528238063678145,11.745905536226928
eine wanderung am westlichen stadtrand von landsberg_48.05_10.84,Eine Wanderung am westlichen Stadtrand von Landsberg,1,1,19.252575370371453,79.20100000000014,1,48.05121355,10.8416368
einen kurzen feuchten spaziergang_46.62_9.76,Einen kurzen feuchten Spaziergang,1,1,4.475297346667539,241.34699999999975,1,46.623440114800005,9.75605936725
einmal donauwellen mit aussicht_48.02_8.95,Einmal Donauwellen mit Aussicht,2,1,15.932393598746295,552.457,2,48.0189572135,8.954105987199998
einmal s ntis und zur ck_47.27_9.38,Einmal Säntis und zurück,2,1,22.7053844897253,1907.54,3.25,47.2728295,9.3765185
einsame 1000 h henmetertour bei nicht gerade pfingstlichen temperaturen_47.37_15.21,Einsame 1000 Höhenmetertour bei nicht gerade pfingstlichen Temperaturen,2,1,9.40191978617447,945.5099999999996,1,47.367755,15.205647500000001
einsame 3 gipfel tour in den seckauern brandst tterkogel maierangerkogel und seckauer zinken_47.34_14.71,"Einsame 3 Gipfel-Tour in den Seckauern - Brandstätterkogel, Maierangerkogel und Seckauer Zinken",1,1,19.299383614322572,1659.64,2,47.341915,14.7061325
einsame gipfel im schatten des ettaler manndl holzkopf h llstein gro er laber_47.58_11.11,"Einsame Gipfel im Schatten des Ettaler Manndl - Holzkopf, Höllstein, Großer Laber",2,1,14.01274106593506,1286.8209999999997,5,47.57913670968264,11.113110948354006
einsame runde im z rcher oberland wie wetzikon und hinwil 24 km auseinanderliegen k nnen_47.33_8.85,Einsame Runde im Zürcher Oberland - wie Wetzikon und Hinwil 24 km auseinanderliegen können,1,1,23.36729425182634,776.7999999999993,2,47.32714,8.8497
einshorn 2944 m_46.49_9.22,Einshorn ( 2944 m),1,1,20.935862273353617,1451.010000000001,4,46.48926348891109,9.217627574689686
einstein 1866 m einsamer anstieg ber den ostgrat_47.46_10.67,Einstein (1866 m) - einsamer Anstieg über den Ostgrat,1,1,33.604953130600386,850.654,4.75,47.4603163172,10.6659038924
einstein und mittelberg aus dem engetal_47.53_10.52,Einstein und Mittelberg aus dem Engetal,2,1,6.985474732616247,755.9920000000002,4,47.52903861925,10.5175615149
einweihung der sanierten heftih tte_46.84_8,Einweihung der sanierten Heftihütte,1,1,11.299364484167835,839.8120000000004,2,46.843561003915966,7.996512735262513
eis am hutziker bach_47.45_8.86,Eis am Hutziker Bach,1,1,10.169548541474942,304.326,1,47.44577153585851,8.86070916429162
eis und hei ro kogel_47.23_11.19,Eis und Heiß: Roßkogel,1,1,16.230562378641334,1301.0050000000003,3,47.231954843737185,11.186409392394125
eisenerzer reichenstein oder bischt a tiroler bischt a hoarter hund_47.51_14.94,Eisenerzer Reichenstein oder Bischt a Tiroler - bischt a hoarter Hund!!,1,1,8.01009743592758,866.5000000000011,2,47.509625,14.939509000000001
eisschl sser in werthenstein lippenr ti_47.11_8.19,Eisschlösser in Werthenstein & Lippenrüti,2,1,0.9276434053859511,13.983999999999924,2,47.105210702866316,8.19360882975161
eissee am brennkogel 2640 m_47.09_12.83,"Eissee am Brennkogel, 2640 m",2,1,4.616799375288839,197.2040000000011,2,47.086337003850005,12.833160627649999
eiszapfen auf der hochalp 1530m und fr hling im neckertal_47.28_9.22,"Eiszapfen auf der Hochalp, 1530m und Frühling im Neckertal",1,1,19.85592557508865,908.1139999999996,2,47.28082460815,9.22431645915
eiszapfentour durchs hundsch pflitobel_47.25_8.95,Eiszapfentour durchs Hundschöpflitobel,1,1,11.132942662185844,235.41400000000004,2,47.248050780035555,8.94567655865103
elbrus nordroute_43.44_42.53,"Elbrus, Nordroute",1,1,3.2220794399141397,210.9000000000001,2,43.435745,42.526700835
elbrus nordroute_43.66_42.61,Elbrus Nordroute,1,1,73.49730116083806,3392.999999999999,2,43.6569863,42.61318199
elektronisches chaos am hochgern_47.75_12.49,Elektronisches Chaos am Hochgern,2,1,13.716091766380728,1074.7580000000005,5.25,47.7487856336,12.48932917605
elferh tte 1980m_47.12_11.32,Elferhütte (1980m),1,1,24.816342411756818,1095.1,2,47.121812500000004,11.32291
elferh tte 2080 m e pinnistal_47.09_11.33,Elferhütte (2080 m) e Pinnistal,2,1,13.398631871527156,360.2549999999999,2,47.092507970519364,11.326776975765824
ellbogner spitze und gr ner_47.26_10.28,Ellbogner Spitze und Grüner,2,1,6.5925213796462,1139.927,3,47.25645057855,10.2775375452
elsighorn_46.52_7.62,Elsighorn,1,1,9.674461061683864,646.2160000000008,2,46.524505033157766,7.623223923146725
elsterquelle und kapellenberg_50.2_12.27,Elsterquelle und Kapellenberg,1,1,21.450922044638535,471.61800000000005,2,50.201141500000006,12.2719115
emeindras de dessus 1450m schlammschlacht in der chartreuse_45.27_5.8,Emeindras de Dessus (1450m) -Schlammschlacht in der Chartreuse-,2,1,5.314609033536515,507.47,2,45.270355550000005,5.7968271
emerald point sierra nevada warm up for usalpin rise_38.96_-120.11,Emerald Point - Sierra Nevada warm-up for USAlpin_Rise,1,1,6.048770242626372,3192.6,5.75,38.95590865,-120.114284
emmen uferweg_47.06_8.22,Emmen Uferweg,1,1,26.212002699280703,132.33799999999985,1,47.06383687444031,8.219695156440139
emmental 2 tage unterwegs zwischen signau und napf_46.91_7.79,Emmental: 2 Tage unterwegs zwischen Signau und Napf,2,1,16.54678621330529,525.6869999999999,2,46.905880453950004,7.78589080555
endlich schnee im eigenthal_47.02_8.22,Endlich Schnee im Eigenthal,2,1,11.634444304661614,209.9915999999996,2,47.020167869773246,8.218898820706027
endlich wieder einmal auf meinem hohgant_46.77_7.92,Endlich wieder einmal auf meinem Hohgant,1,1,20.351958523863907,794.1869999999999,2,46.77337425760925,7.92290847748518
engelberger rotstock mit viiieeelen h henmetern_46.87_8.46,Engelberger Rotstock mit viiieeelen Höhenmetern,1,1,24.283455102045398,2096.1400000000003,4,46.868241499999996,8.459830499999999
engelh rner f r einsteiger klein und gross simelistock_46.68_8.18,Engelhörner für Einsteiger (Klein und Gross Simelistock),2,1,2.8646956026369486,565.44746091,5,46.681781799999996,8.17724615
enigme familiale le myst re du sentier des echelles de plagne_47.17_7.26,Enigme familiale : le mystère du Sentier des Echelles de Plagne,1,1,6.735457201313827,519.6600158691406,4.25,47.172889416106045,7.263740943744779
ennenda chli schlafstein 1810m gross schlafstein 2056m schilt 2299m gitziturm 2082m_47.04_9.09,Ennenda - Chli Schlafstein 1810m - Gross Schlafstein 2056m - Schilt 2299m - Gitziturm 2082m,1,1,12.372578253611104,1172.1354493,5,47.038105641314644,9.092942657999998
entdeckertour im ungh r land_47.22_9.3,Entdeckertour im Unghüür-Land,1,1,11.330994227103696,1003.564,3,47.22016992978752,9.303993112407625
entlang der renaturierten isar bei garching_48.24_11.66,Entlang der renaturierten Isar bei Garching,1,1,19.788399085054376,37.716000000000065,1,48.23869907297194,11.661708522588015
entlebucher fl he_46.92_8.07,Entlebucher Flühe,2,1,18.2094163671402,1392.7679999999998,5.25,46.918936441650004,8.0731223244
entscheidung f r 1 aus 3 kr ndlhorn_47.31_12.15,Entscheidung für 1 aus 3: Kröndlhorn,1,1,17.363724857133846,1322.8629999999996,3.75,47.31264222878963,12.153648873791099
entspannte gipfelrunde in paklenica crni vrh_44.32_15.48,Entspannte Gipfelrunde in Paklenica - Crni Vrh,2,1,17.590079570755442,1064.223,2,44.317815885900004,15.483613377449998
eolo campo dei fiori trail 40km 2000d_45.87_8.74,"Eolo Campo dei Fiori Trail - 40km, 2000d",2,1,14.500355444621848,956.4,3.25,45.865078999999994,8.735917
epifania ai balmit monte todano_46_8.53,EPIFANIA ai BALMIT (Monte Todano.),1,1,10.713293842254009,611.4160000000002,2,45.99916695,8.5293608
era bella davvero ma c neve vetta mancata_45.94_9.64,"""Era"" bella davvero... ma c'è neve. Vetta mancata.",1,1,10.844591975400656,581.0489999999995,2,45.93895955,9.6431696
eremo di san grato da pila montagna per beb_45.69_7.32,Eremo di San Grato da Pila - Montagna per bebè,2,1,1.5773718698296293,17.59999999999968,1,45.691173,7.31847
erkundungen auf coigach achnahaird bay_58.07_-5.42,Erkundungen auf Coigach: Achnahaird bay,1,1,2.6335064495921636,55.95399999999999,1,58.067955295555294,-5.420181239023805
erkundungen im weissensteingebiet_47.24_7.49,Erkundungen im Weissensteingebiet,1,1,10.898711441391372,1011.491,4,47.24252182524651,7.489554234780371
erkundungstour am chasseral_47.11_7.02,Erkundungstour am Chasseral,1,1,11.682200236856866,690.755517578125,4.75,47.110862326808274,7.017936101183295
ermatingen steckborn_47.67_9.03,Ermatingen - Steckborn,2,1,9.462681268534837,185.05400000000003,1,47.669164845699996,9.033581642449999
ermitage schartenflue schloss dorneck goetheanum_47.48_7.64,Ermitage - Schartenflue - Schloss Dorneck - Goetheanum,1,1,12.953542121892447,495.43799999999976,2,47.48358800075948,7.635153424926102
errigal tower ridge north ridge_55.05_-8.12,Errigal (Tower Ridge + North Ridge),2,1,8.029807260512703,628.0328617100308,5,55.048547,-8.119682000000001
erste gehversuche im wilden kaiser sappl zott_47.55_12.27,Erste Gehversuche im Wilden Kaiser - Sappl/Zott,1,1,3.3287266980057684,537.809,3,47.5450466713,12.27219102905
erste winterwanderung bei aulendorf_47.94_9.63,Erste Winterwanderung bei Aulendorf,1,1,9.386697852072222,94.83200000000012,1,47.938076835125685,9.626882043667138
es gr nt so gr n am gr nen doubs_47.34_7.11,Es grünt so grün am grünen Doubs,1,1,16.696131423185335,275.75100000000015,1,47.33643111772835,7.1097127860412
escursione in val onsernone_46.21_8.54,Escursione in Val Onsernone,2,1,15.397313519526163,1274.1819999999996,3.25,46.21247418690473,8.544250032864511
escursione intorno al monte cingla parco dell alto garda_45.78_10.57,Escursione intorno al  Monte Cingla. Parco dell'Alto Garda.,1,1,13.748248372833599,857.1030000000005,3,45.78182855,10.5735061
escursione pomeridiana fra valganna e valceresio_45.89_8.85,Escursione pomeridiana fra Valganna e Valceresio,1,1,8.018880522152422,531.3000000000008,2,45.88710639999999,8.845117049999999
