hike1,hike2,similarity
canto alto 1146 m_45.77_9.7,p zo grande 1574 m sornadello 1580 m foldone 1497 m e molinasco 1177 m_45.85_9.63,0.7221266768138813
canto alto prati parini da sorisole_45.76_9.66,pizzo cerro castel regina da la vetta di s pellegrino_45.84_9.64,0.7747292916144877
canto alto prati parini da sorisole_45.76_9.66,monte tesoro m 1431 da carenno_45.81_9.48,0.7071400905015446
cantun de l ungheres 2771 m_46.46_9.16,pass de omenit o passo tre uomini 2652 m_46.46_9.16,0.8309317549070698
cantun de l ungheres 2771 m_46.46_9.16,piz uccello cima sud_46.48_9.2,0.7706168601373395
cantun de l ungheres 2771 m_46.46_9.16,quasi q2553 piz arbeola q2600_46.45_9.18,0.7161664738497846
capanna albagno che pi bagno non si pu_46.21_8.98,mognone orino circuit au d part de gudo_46.19_8.95,0.7712651675983024
capanna albagno che pi bagno non si pu_46.21_8.98,mornera 1347 m_46.2_8.99,0.7144772637229577
capanna albagno che pi bagno non si pu_46.21_8.98,ponte tibetano carasc capanna mognone_46.19_8.97,0.7016762594891274
capanna albigna 2 340m piz dal pal 2 618m_46.34_9.65,pizzo badile 3308 via normale_46.26_9.59,0.7104532034682334
capanna bardugh 1638m_46.23_8.87,cimetta di orino e cima di morisciolo_46.2_8.95,0.7563785804912162
capanna bardugh 1638m_46.23_8.87,mognone orino circuit au d part de gudo_46.19_8.95,0.7511957700982956
capanna cadagno dal passo del lucomagno anello_46.56_8.76,schenadui a modo nostro_46.56_8.76,0.7067556196929542
capanna campo tencia e lago morghirolo_46.46_8.75,motto crostel 2302 m anello da sorsello_46.46_8.85,0.7416145204691842
capanna margherita 4554m_45.91_7.86,punta battisti balcone sulla est del monte rosa_45.96_7.93,0.7630420929241923
capanna margherita 4554m_45.91_7.86,croix carrel 2920 m_45.95_7.64,0.7063950324607214
capanna merigetto 1498m_46.06_8.84,monte lema poncione di breno rifugio dumenza_46.04_8.82,0.828855010953391
capanna merigetto 1498m_46.06_8.84,pne di breno 1654m monte lema 1621m_46.04_8.82,0.7706969111382341
capanna merigetto 1498m_46.06_8.84,rifugio dumenza 941m monte lema 1621 m_46.04_8.82,0.7489941372270686
capanna merigetto 1498m_46.06_8.84,cima dell oress 1706 m cima mos 1727 m cima fojorina 1810 m_46.07_9.05,0.704753541541795
capanna merigetto 1498m_46.06_8.84,leichte grattour ber trareggio viggiona_46.05_8.65,0.7031431510083155
capanna mognone m 1463 da san defendente_46.19_8.96,ponte tibetano e chiesa romanica di san bernardo_46.19_8.99,0.843882260826341
capanna mognone m 1463 da san defendente_46.19_8.96,ponte tibetano carasc e chiesa di san bernardo_46.19_8.99,0.7650258534227585
capanna mognone m 1463 da san defendente_46.19_8.96,cimetta 1671 m cima delle trosa 1869 m_46.2_8.79,0.7512929982654676
capanna mognone m 1463 da san defendente_46.19_8.96,ponte tibetano carasc_46.19_8.99,0.7262476601619223
capanna mognone m 1463 da san defendente_46.19_8.96,ferrata dei tre signori_46.21_8.97,0.7126966290076802
capanna mognone m 1463 da san defendente_46.19_8.96,ponte tibetano sementina 700 m_46.19_8.98,0.7109359884767752
capanna mognone m 1463 da san defendente_46.19_8.96,cima di medeglia e cimette satelliti da bironico_46.12_8.94,0.7104209919246317
capanna mognone m 1463 da san defendente_46.19_8.96,ponte tibetano carasc_46.19_8.98,0.70362892360147955
capanna monte bar en circuit depuis bidogno_46.09_9.01,monte bar m1816_46.1_9.01,0.9054056144529247
capanna monte bar en circuit depuis bidogno_46.09_9.01,che vento al bar_46.1_9.01,0.9010018929155179
capanna monte bar en circuit depuis bidogno_46.09_9.01,oress mos fojorina torrione_46.07_9.06,0.8064753691149916
capanna monte bar en circuit depuis bidogno_46.09_9.01,karfreitagsbummel am monte br_46.02_9,0.7793688774583115
capanna monte bar en circuit depuis bidogno_46.09_9.01,denti della vecchia giro ad anello_46.05_9.02,0.7678276695811106
capanna monte bar en circuit depuis bidogno_46.09_9.01,monte bar 1816 m_46.1_9.02,0.7618360868042948
capanna monte bar en circuit depuis bidogno_46.09_9.01,cima di fojorina m 1810 anche qui immersi nelle nubi_46.07_9.05,0.7582745030066326
capanna monte bar en circuit depuis bidogno_46.09_9.01,norden im ersten schnee im s den sch n_46.18_9.06,0.7423913768626881
capanna monte bar en circuit depuis bidogno_46.09_9.01,sassariente 1767m e cima di sassello 1891m_46.2_8.9,0.73780286677807
capanna monte bar en circuit depuis bidogno_46.09_9.01,pizzo di corgella 1707 m_46.14_9.02,0.7365632724034274
capanna monte bar en circuit depuis bidogno_46.09_9.01,monte boglia 1 516m hike n run_46.03_9,0.7259829020064728
capanna monte bar en circuit depuis bidogno_46.09_9.01,colma regia 1516 m_46.02_9,0.7242277637399873
capanna monte bar en circuit depuis bidogno_46.09_9.01,monte bar 1810 m_46.1_9.01,0.7179617045727377
capanna monte bar en circuit depuis bidogno_46.09_9.01,gradiccioli e tamaro val veddasca_46.1_8.86,0.7157639681325034
capanna monte bar en circuit depuis bidogno_46.09_9.01,picnic a pian cusello_46.09_8.89,0.7090863961521581
capanna monte bar en circuit depuis bidogno_46.09_9.01,nebelmeer abendrot tessinersonne grenzschl ngeln im val colla_46.04_9.02,0.7046908510086439
capanna osola con castagne_46.32_8.72,carecchio 1299 m_46.26_8.87,0.714734811244369
capanna pian d alpe utoe m 1764 e matro m 2172_46.41_8.93,matro 2172 m_46.41_8.93,0.7432258256741812
capanna sal i 1 777m acqua e neve_46.21_8.57,passo della cavegna 1978 m_46.24_8.51,0.7342371285163724
capanna sal i 1 777m acqua e neve_46.21_8.57,testa del mater_46.11_8.48,0.7287194381713616
capanna sal i 1 777m acqua e neve_46.21_8.57,passo quadrella 2137 m_46.29_8.48,0.7249310494389585
capanna sal i 1 777m acqua e neve_46.21_8.57,wandern im valle vigezzo_46.15_8.48,0.7137877361325035
capanna sal i 1 777m acqua e neve_46.21_8.57,sulla costa di faedo_46.14_8.51,0.7115464875664042
capanna zemblasca 1809 m ciaspolata_46.5_8.67,laghi di chiera 2361m val leventina_46.51_8.77,0.7178430946692216
capanna zemblasca 1809 m ciaspolata_46.5_8.67,mottone di garzonera 1968 m rifugio garzonera 1973 m_46.51_8.64,0.7076226662781543
capanne cornavosa e fumegna ultima chiamata presenti_46.28_8.87,in verzasca al cospetto di 2 poncioni_46.28_8.87,0.7782011936258572
capodanno al pizzo ragno_46.1_8.45,colmine di crevoladossola 1702 m primavera dal balcone dell ossola_46.18_8.31,0.7361180579987655
capodanno al pizzo ragno_46.1_8.45,pizzo ragno 2289 m_46.12_8.42,0.7269027456289149
capodanno al pizzo ragno_46.1_8.45,pizzo ragno 2289 m_46.12_8.43,0.7172903195960046
capodanno al pizzo ragno_46.1_8.45,monte faierone punta fronzina e monte giove_46.09_8.67,0.7094795544153063
cappella del buon pastore_45.96_8.39,monte fai anello da bracchio_45.98_8.46,0.8326343756353586
cappella del buon pastore_45.96_8.39,monte faie anello_45.98_8.46,0.7484119036080927
cappella del buon pastore_45.96_8.39,pizzo marona 2051 m_46.01_8.54,0.7330709009497467
cappella del buon pastore_45.96_8.39,pizzetto 1879 m_45.97_8.12,0.7053798699115679
cappella del buon pastore_45.96_8.39,monte cerano 1702m poggio croce 1765m_45.92_8.38,0.7016818965330758
cappella di larecchio 1694 m_46.12_8.46,loccia di peve 2127m monte alom 2011m croce di rovareccio 1767m_46.15_8.41,0.7687962091225502
cappella di larecchio 1694 m_46.12_8.46,formalone e sassone anello in val vigezzo_46.16_8.52,0.718045413190515
carecchio 1299 m_46.26_8.87,sassariente 1767m e cima di sassello 1891m_46.2_8.9,0.750160866940429
carecchio 1299 m_46.26_8.87,salmone 1560 m sulle orme di max frisch_46.21_8.69,0.701644404378335
carona e dintorni_46.03_9.83,grem 2049 foppazzi 2093 e cimetto 1983_45.9_9.82,0.7393774782974206
carona e dintorni_46.03_9.83,cime di grem foppazzi cimetto camplano_45.91_9.81,0.701113859706925
carona m chierico rif pedrinelli_46.04_9.8,monte chierico 2535 m_46.03_9.8,0.7737342787588447
carona m chierico rif pedrinelli_46.04_9.8,monti alino vaccaro forcella_45.9_9.89,0.7302898140437915
carona m chierico rif pedrinelli_46.04_9.8,pizzo scala_46.05_9.71,0.7249494365222725
casa dei pagani tentativo per la via lavizzari valsecchi_45.88_8.99,tri b cc mendrisio la casa dei pagani_45.88_8.99,0.7684169559601907
cascata val boazzo iii 2 morterone_45.88_9.45,ferrata degli alpini al corno medale_45.87_9.39,0.7586054917964525
cascata val boazzo iii 2 morterone_45.88_9.45,ferrata degli alpini corno medale_45.88_9.4,0.7321588148721472
cascata val boazzo iii 2 morterone_45.88_9.45,corna camozzera_45.81_9.49,0.7184616296652636
cascata val boazzo iii 2 morterone_45.88_9.45,una mattina quasi da stracciapalle e un pomeriggio in fuga sul corno zuccone_45.9_9.54,0.7147975930243373
cascina nuova all alpe di pesci m 1814 m ciaspolata con raclette_46.52_8.6,foisc 2208 m_46.53_8.65,0.7028593203471839
castore 4223 m_45.9_7.79,rothorn 3155 m_45.84_7.8,0.7395967365066571
castore 4223m_45.9_7.79,geburtstag und vertauschte schuhe auf der neuen monte rosa h tte 2883m_45.99_7.78,0.7822835418654686
cavalcata integrale della cresta nord del generoso_45.95_9.03,cima della piancaccia 1610 m_45.95_9.01,0.7286116489893938
cavalcata integrale della cresta nord del generoso_45.95_9.03,cima fojorina m 1810 e il torrione cima nord m 1809_46.07_9.06,0.7119775990539108
ceresola zuccone dei capelli zucco di pesciola_45.97_9.51,zucco barbesino 2152 m e corna grande 2090 m dai piani di bobbio_45.96_9.5,0.8127490717759673
ceresola zuccone dei capelli zucco di pesciola_45.97_9.51,semplicemente corna grande no anche rifugio lecco_45.97_9.51,0.766655623203876
ceresola zuccone dei capelli zucco di pesciola_45.97_9.51,magnodeno 1 241m e giumenta anello da erve_45.84_9.46,0.7239977065046761
ceresola zuccone dei capelli zucco di pesciola_45.97_9.51,monti cimetto verrobbio nebbia ponteranica or colombarolo_46.04_9.61,0.7082700401666256
cernobbio colmegnone bisbino_45.87_9.09,colmegnone 1383 m e sasso gordona 1410 m_45.89_9.1,0.7867271226521625
cervandone 3210 m punta gerla 3087m e punta marani 3108m_46.32_8.24,mein erster dreitausender ber den ritterpass aufs helsenhorn_46.32_8.18,0.7040425286435207
ch ferberg 571m_47.41_8.51,projekt zh40 ch ferberg_47.41_8.51,0.9544608758024785
ch ferberg 571m_47.41_8.51,projekt zh40 adlisberg 701m_47.38_8.58,0.8380686280463564
ch ferberg 571m_47.41_8.51,projekt zh40 gubrist_47.42_8.48,0.8331704892377628
ch ferberg 571m_47.41_8.51,rund um den katzensee_47.43_8.5,0.717474563288691
ch ferberg 571m_47.41_8.51,wildnis am stadtrand_47.36_8.58,0.7137517004499537
ch ligang klettersteig_46.45_7.56,nebelwandern im gemmigebiet plattenh rner_46.4_7.6,0.7139926275124262
ch pfenberg via ostgrat br ggler und wageten_47.11_8.99,wageten ch pfenberg east ridge_47.11_8.99,0.7402586208363703
ch pfenberg via ostgrat br ggler und wageten_47.11_8.99,wart sch ren n geliberg vorder und mittler leistchamm_47.16_9.21,0.7049038403173925
ch pfenberg via ostgrat und s dflanke_47.11_8.99,raaberg_47.16_9.15,0.7397642433130882
chaiserstock 2515m rossstock 24_46.93_8.71,gratwandern am rophaien 2078 m und bneter st ckli 2087 m_46.94_8.67,0.8507758479527002
chaiserstock 2515m rossstock 24_46.93_8.71,fronalpstock 1921m via ch lenweg_46.98_8.65,0.8303083081235523
chaiserstock 2515m rossstock 24_46.93_8.71,kaiserwetter auf dem chaiserstock_46.93_8.71,0.7920577111716482
chaiserstock 2515m rossstock 24_46.93_8.71,fruttst g via ferrata chaiserstock_46.92_8.71,0.7072240104874853
chaiserstock fulen_46.93_8.71,rophaien 2078m diepen 2222m_46.92_8.65,0.7351664632755074
chaiserstock fulen_46.93_8.71,griggeler 2021m b lmeten 2416m_46.85_8.68,0.7219835587915165
chalbers ntis 2376m von laui im sp therbst_47.23_9.34,wildhuser schafberg_47.22_9.36,0.7281622821182218
chamanna cluozza_46.68_10.1,murter_46.66_10.14,0.84407897557247
chamanna cluozza_46.68_10.1,fl ela schwarzhorn 3146 m from the fl ela pass_46.74_9.95,0.7180291557275192
chamanna segantini 2731m_46.5_9.91,muragl modul 4 segantinih tte_46.51_9.91,0.793384811332898
chammhalde girenspitz s ntis_47.26_9.33,von wildhaus nach wasserauen_47.24_9.37,0.7538673024102799
chammhalden girenspitz variationen_47.25_9.33,via chammhaldenroute und girenspitz auf den s ntis_47.25_9.33,0.9750440984196339
chammhalden girenspitz variationen_47.25_9.33,h enerberg via chammhalden girenspitz via nordostgrat und s ntis_47.25_9.33,0.8497685052821959
chammhalden girenspitz variationen_47.25_9.33,chammhaldenroute sonne und nebel_47.25_9.33,0.8394532172133545
chammhaldenroute sonne und nebel_47.25_9.33,h enerberg via chammhalden girenspitz via nordostgrat und s ntis_47.25_9.33,0.8350549588735534
chammhaldenroute sonne und nebel_47.25_9.33,via chammhaldenroute und girenspitz auf den s ntis_47.25_9.33,0.8269550245733202
chammhaldenroute sonne und nebel_47.25_9.33,lienzer spitz via nordostgrat und hoher kasten_47.28_9.5,0.7106975830780133
chapf margelchopf nw ridge_47.15_9.39,glannachopf chli gross fulfirst_47.14_9.41,0.7884433032521749
chapf margelchopf nw ridge_47.15_9.39,gamsberg ostgipfel 2360m via kamin aka gleis_47.15_9.38,0.7369575175510086
che vento al bar_46.1_9.01,monte bar m1816_46.1_9.01,0.9814021841183932
che vento al bar_46.1_9.01,monte bar 1816 m_46.1_9.02,0.8251314607797686
che vento al bar_46.1_9.01,monte bar 1810 m_46.1_9.01,0.7720237633053019
che vento al bar_46.1_9.01,karfreitagsbummel am monte br_46.02_9,0.7701777735942942
che vento al bar_46.1_9.01,colma regia 1516 m_46.02_9,0.7580305147265757
che vento al bar_46.1_9.01,sassariente 1767m e cima di sassello 1891m_46.2_8.9,0.7552321546952758
che vento al bar_46.1_9.01,denti della vecchia giro ad anello_46.05_9.02,0.7489758892312852
che vento al bar_46.1_9.01,oress mos fojorina torrione_46.07_9.06,0.7461290225900994
che vento al bar_46.1_9.01,monte bar_46.1_9.01,0.7376699939560524
che vento al bar_46.1_9.01,ponte tibetano carasc_46.19_8.98,0.7200788495948437
che vento al bar_46.1_9.01,cima di fojorina m 1810 anche qui immersi nelle nubi_46.07_9.05,0.7138468888012249
che vento al bar_46.1_9.01,norden im ersten schnee im s den sch n_46.18_9.06,0.7066747214600256
chessel 2574m schlieren 2830 uri rotstock 2929m_46.87_8.54,sunnigen st ck iv vii_46.83_8.58,0.7037082119600638
chi non mangia un colombine a pasqua_45.83_10.34,monte crestoso 2207 m_45.83_10.29,0.775384173244192
chi non mangia un colombine a pasqua_45.83_10.34,montecampione 1827 m e muffetto 2060 m_45.81_10.24,0.7657436901113084
chiemgauer hochplatte von m hlau_47.74_12.4,teufelstein und hochplatte_47.74_12.4,0.7918102275463893
chiemgauer hochplatte von m hlau_47.74_12.4,von ettenhausen ber den grie elsteig zum breitensteinsattel_47.7_12.36,0.7740762790687983
chiemgauer hochplatte von m hlau_47.74_12.4,kampenwand und sulten im angehenden winter_47.77_12.37,0.7510106996620727
chiemgauer hochplatte von m hlau_47.74_12.4,spitzstein von innerwald_47.71_12.26,0.7309377189285391
chiemgauer hochplatte von m hlau_47.74_12.4,sonnenwendwand von hainbach ber die aipl diensth tte_47.74_12.32,0.7085287199286269
chiemgauer hochplatte von m hlau_47.74_12.4,zur rudersburg ber den grie elbergsteig_47.69_12.37,0.7069962140209115
chierico zerna masoni_46.04_9.81,m pradella alla ricerca dei ramponi_45.99_9.88,0.7013312577727476
chignolo d arale e m menna_45.92_9.76,pizzo arera da la plassa_45.92_9.8,0.8552846555542134
chignolo d arale e m menna_45.92_9.76,croce del pizzo il pizzo m menna_45.94_9.75,0.8270312547012516
chignolo d arale e m menna_45.92_9.76,quel menna della maga_45.92_9.76,0.7796422278252663
chignolo d arale e m menna_45.92_9.76,monti tre pizzi n pietra quadra spondone tonale orobie mezzeno gpii galline_45.98_9.8,0.766840612668361
chignolo d arale e m menna_45.92_9.76,si sale con le nuvole e si scende col sole giornata all alben per l hikr s group_45.86_9.76,0.7138920223723844
chignolo d arale e m menna_45.92_9.76,monte menna 2299m da zorzone_45.92_9.76,0.7008340126758528
chiusarella cresta sud ovest_45.86_8.81,wild chiusarella_45.86_8.81,0.9435681667334135
chiusarella cresta sud ovest_45.86_8.81,escursione pomeridiana fra valganna e valceresio_45.89_8.85,0.8846423476093436
chiusarella cresta sud ovest_45.86_8.81,monte val de corni monte piambello_45.91_8.84,0.8572451475818468
chiusarella cresta sud ovest_45.86_8.81,una martica splendente_45.88_8.83,0.7747873812820615
chiusarella cresta sud ovest_45.86_8.81,monte generoso 1701 m per famiglia_45.92_9.01,0.7337208397223415
chiusarella cresta sud ovest_45.86_8.81,monte san giorgio 1 097m da meride_45.9_8.94,0.7227841134452874
chiusarella cresta sud ovest_45.86_8.81,tramonto al chiusarella e prova dell app georesq_45.86_8.82,0.7122602815691009
chiusarella versante valgannese e martica_45.87_8.82,punta rossotti al tramonto_45.87_8.82,0.927249891994221
chiusarella versante valgannese e martica_45.87_8.82,monte legnone da bregazzana_45.86_8.8,0.9216002343164997
chiusarella versante valgannese e martica_45.87_8.82,una splendida giornata con due cari amici lungo il versante est del campo dei fiori_45.88_8.79,0.8748870164718713
chiusarella versante valgannese e martica_45.87_8.82,monte legnone_45.86_8.81,0.8657437713761673
chiusarella versante valgannese e martica_45.87_8.82,esplorazioni subacquee al chiusarella_45.86_8.81,0.8577941392014166
chiusarella versante valgannese e martica_45.87_8.82,monte della colonna e monte san martino_45.93_8.73,0.7695133994763872
chiusarella versante valgannese e martica_45.87_8.82,monte legnone da brinzio_45.87_8.8,0.7552099176879952
chiusarella versante valgannese e martica_45.87_8.82,monte pravello linea cadorna_45.88_8.91,0.7200288885253698
chiusarella versante valgannese e martica_45.87_8.82,una mattina d inverno attorno a brinzio_45.88_8.8,0.7027541893184295
chiusura 2015 pizzo barone 2864m val verzasca_46.39_8.77,una domenica in verzasca rifugio alpe costa_46.34_8.81,0.7449216016383681
chli aubrig 1642m_47.12_8.85,von tschalun ber die furggelen nach brunni_47.04_8.74,0.7703880280441125
chli aubrig 1642m_47.12_8.85,wanduca tour auf den br schstockb gel_47.1_8.93,0.7158626114337514
chli aubrig gross aubrig_47.1_8.86,vom sihlsee zum w gitalersee_47.1_8.86,0.9681130301261816
chli aubrig gross aubrig_47.1_8.86,hike to bockmattli 1932 m in fresh powder snow_47.1_8.94,0.8053830573931989
chli aubrig gross aubrig_47.1_8.86,grossaubrig 1695m optimal_47.1_8.89,0.7564504907060886
chli aubrig gross aubrig_47.1_8.86,rund um und auf den wannenstock 1851 m_47.05_8.83,0.7556330463184281
chli aubrig gross aubrig_47.1_8.86,vom obersee auf den tierberg und zur ck_47.09_8.99,0.7259469541682808
chli bielenhorn 2940 m_46.6_8.47,von der g scheneralp zum furkapass lochbergl cke 2814 m_46.61_8.46,0.7896412014120691
chli ch rpf r 937a partially_46.94_9.09,rundtour ber diestaler siwellen f tschenhorn und sch nau_46.94_9.06,0.7386754843673846
chli mythen_47.04_8.69,kleiner mythen_47.04_8.69,0.8062667911142692
chli mythen_47.04_8.69,grosser mythen schafweg rot gr tli at sunset_47.03_8.69,0.7627240521763526
chli windg llen 2986 m oder eher f hng llen_46.79_8.72,chliini windg ll_46.78_8.72,0.8660039436618723
chli windg llen 2986 m oder eher f hng llen_46.79_8.72,w ngihorn burg sittliser blinzi spitzen_46.85_8.73,0.7707037905569326
chli windg llen 2986 m oder eher f hng llen_46.79_8.72,gross ruchen 3138m_46.81_8.7,0.7028061910407176
chli windg llen 2986 m oder eher f hng llen_46.79_8.72,rinderstock 2463m hoch fulen 2506m ab chilcherberge_46.81_8.7,0.7028061910407176
chliini windg ll_46.78_8.72,w ngihorn burg sittliser blinzi spitzen_46.85_8.73,0.7692308269471941
chriegalppass_46.32_8.23,vacanza al devero torre di geisspfad sud 2772m 3 day_46.34_8.27,0.7179565356020717
chriegalppass_46.32_8.23,punta terrarossa m 3246 sempione_46.26_8.06,0.7101523847902986
christi himmelfahrts hausbergrunde bei durchwachsenen verh ltnissen_47.37_15.19,winteraussingen auf der mugel_47.37_15.19,0.9195399882197369
christi himmelfahrts hausbergrunde bei durchwachsenen verh ltnissen_47.37_15.19,stille h ren in der gipfelregion war s damit vorbei_47.37_15.19,0.9139635861602443
christi himmelfahrts hausbergrunde bei durchwachsenen verh ltnissen_47.37_15.19,laaaaange 2 gipfeltour oder der j ger und sammlertrieb hat voll durchgeschlagen_47.37_15.19,0.8904660326152616
christi himmelfahrts hausbergrunde bei durchwachsenen verh ltnissen_47.37_15.19,hausbergrunde sinnvoll genutzt und neue startpl tze gefunden_47.37_15.19,0.8845549823339713
christi himmelfahrts hausbergrunde bei durchwachsenen verh ltnissen_47.37_15.19,k hl feucht nass ein richtiger novembertag am hausberg_47.37_15.19,0.8503852583959624
christi himmelfahrts hausbergrunde bei durchwachsenen verh ltnissen_47.37_15.19,man soll sich nie auf die meteofuzzis verlassen autobergsteiger erst rmten die mugel_47.37_15.19,0.8327845493576477
ciaspolata al rifugio miserin_45.61_7.56,lago lavodillec 2366 m_45.66_7.49,0.7457226120971946
cicogna corte bu ompio_45.99_8.47,corte bu val grande_45.99_8.46,0.9289407367909744
cicogna corte bu ompio_45.99_8.47,giro ad anello nella bassa valgrande_46_8.47,0.8060579286467334
cicogna corte bu ompio_45.99_8.47,monte zeda 2156 pizzo marona 2051_46.04_8.56,0.7907898293803965
cigolino_46.31_9.36,starleggia bivacco c bianca pizzo di sancia_46.41_9.31,0.7331752001274677
cigolino_46.31_9.36,lagunc un alpeggio perfetto per un allegro pranzo nel freezer_46.33_9.39,0.702863844350683
cigolino_46.31_9.36,pizzo stella da franciscio_46.4_9.4,0.7002870852191679
cima altemberg 2394 m anellando in valle strona_45.93_8.22,ronda capezzone cima lago val strona_45.94_8.22,0.8724207854169642
cima altemberg 2394 m anellando in valle strona_45.93_8.22,monte capio 2172m cima dei rossi 2134 dalla val sabbiola_45.89_8.24,0.823597140242462
cima altemberg 2394 m anellando in valle strona_45.93_8.22,monte capio_45.89_8.24,0.7659853475097503
cima altemberg 2394 m anellando in valle strona_45.93_8.22,punta dell usciolo anello in valstrona_45.94_8.25,0.7307493600537086
cima calescio camogh monte segor vetta del vallone gazzirola_46.12_9.06,scrigno di poltrinone 1956 m_46.15_9.1,0.8916237627766115
cima calescio camogh monte segor vetta del vallone gazzirola_46.12_9.06,vetta del vallone 2130mt per finire camminiamo sulle nuvole_46.11_9.1,0.8470265429930278
cima calescio camogh monte segor vetta del vallone gazzirola_46.12_9.06,scrigno di poltrinone 1956mt una bella scoperta_46.15_9.1,0.8032838871945109
cima calescio camogh monte segor vetta del vallone gazzirola_46.12_9.06,pizzo di gino_46.11_9.14,0.7827149305857541
cima calescio camogh monte segor vetta del vallone gazzirola_46.12_9.06,motto di leven 2023mt anello_46.15_9.1,0.77621666148569
cima calescio camogh monte segor vetta del vallone gazzirola_46.12_9.06,torrione di valsolda un bel giro un ottima torta del buon vino e_46.07_9.09,0.7591984448288767
cima calescio camogh monte segor vetta del vallone gazzirola_46.12_9.06,cima fojorina m 1810 e il torrione cima nord m 1809_46.07_9.06,0.733447327847813
cima calescio camogh monte segor vetta del vallone gazzirola_46.12_9.06,monte bregagno mt 2107_46.08_9.22,0.703696281974021
cima camisolo 2060 m_45.99_9.47,via teste di rapa via fanalini di coda resta solo il cuore_45.99_9.47,0.888286488487288
cima camisolo 2060 m_45.99_9.47,qualche chiacchiera e qualche foto nel solito posto_45.99_9.47,0.8522496729894086
cima camisolo 2060 m_45.99_9.47,una grassi in bianco e nero_45.99_9.47,0.813017470315686
cima camisolo 2060 m_45.99_9.47,vagabondaggio ai piani di bobbio_45.96_9.49,0.7201201305388594
cima capezzone e cima lago autunno in val strona_45.94_8.22,monte capezzone da campello monti_45.94_8.22,0.8304630440378625
cima capezzone e cima lago autunno in val strona_45.94_8.22,cima di altemberg 2394m val strona_45.93_8.22,0.8044296662749126
cima capezzone e cima lago autunno in val strona_45.94_8.22,punta dell usciolo anello in valstrona_45.94_8.25,0.7829633569763145
cima capezzone e cima lago autunno in val strona_45.94_8.22,ronda capezzone cima lago val strona_45.94_8.22,0.7016448016914884
cima capezzone valle strona_45.94_8.22,cima scaravini valstrona_45.93_8.32,0.7141658414926466
cima careser 3189 m_46.44_10.75,monte sole e monte villlar_46.4_10.77,0.8434880933375832
cima comer 1279 pizzo denervo 1459 monte palina 1143 monte caminale 1053_45.71_10.66,m zingla e rif campei de sima pasquetta ancora sui monti_45.69_10.53,0.7432637588827696
cima comer 1279 pizzo denervo 1459 monte palina 1143 monte caminale 1053_45.71_10.66,se non fai lo spino sei un pirlo con pizzocolo_45.67_10.58,0.7279130915291733
cima corte lorenzo 1574m_45.99_8.45,cima di corte lorenzo 1574 m_45.99_8.45,0.8080674470506248
cima corte lorenzo 1574m_45.99_8.45,corte bu esplorando in valgrande_45.99_8.46,0.7222608074399302
cima d asnas cima delle guardie bonom tour nel biellese_45.69_8.04,passo della gronda 2390 m_45.75_7.98,0.8179590226085243
cima d aspra 1848 m_46.24_9,gaggio 2 267m da san defendente_46.21_8.97,0.7174241764663055
cima d aspra 1848mt noi la famo strano e wild_46.24_8.98,un torrone rosso anche per noi_46.3_9.08,0.7992174042477853
cima d aspra 1848mt noi la famo strano e wild_46.24_8.98,piz di r ss 2247mt un bel ritorno_46.29_9.14,0.7315272128150055
cima d aspra cimetta e gaggio_46.23_8.99,cime di visghed cima di sbordan e cimetta di pianascio_46.28_8.97,0.7410612546544755
cima d aspra cimetta e gaggio_46.23_8.99,skyrace lodrino lavertezzo_46.28_8.91,0.7110133281221761
cima d ometto monte bimella monte camparient_45.75_8.08,monte castello cima delle balme monte ventolaro_45.79_8.08,0.7934494778199714
cima d ometto monte bimella monte camparient_45.75_8.08,poker di cime alla punta del cavrile 2392m valsessera_45.68_8.03,0.7405869524678833
cima de la duleira 2070 m valle mesolcina_46.42_9.2,rifugio alp d arbeola 2080 m valle mesolcina_46.43_9.19,0.8713317961362657
cima de la duleira 2070 m valle mesolcina_46.42_9.2,sentiero alpino calanca_46.44_9.18,0.7297537267736799
cima de la duleira 2070 m valle mesolcina_46.42_9.2,pass de omenit o passo tre uomini 2652 m_46.46_9.16,0.7159034084944317
cima de nomnom 2633 m lagh de calvaresc 2214 m_46.36_9.14,cima nomnom 2633 e lago calvaresc val calanca_46.36_9.14,0.877121302435469
cima de nomnom 2633 m lagh de calvaresc 2214 m_46.36_9.14,cima de nomnom_46.36_9.14,0.8041853956781628
cima de nomnom 2633 m lagh de calvaresc 2214 m_46.36_9.14,pizzo led 2503 m_46.25_9.32,0.7182390207010245
cima de nomnom 2633 m lagh de calvaresc 2214 m_46.36_9.14,passo s del ramulazz 2615 m_46.41_9.06,0.7025734173344723
cima de nomnom_46.36_9.14,cima nomnom 2633 e lago calvaresc val calanca_46.36_9.14,0.8092691350812318
cima de nomnom_46.36_9.14,piz di russ 2247 m_46.28_9.13,0.7368335679962568
cima dei colli alti hochalpenkopf 2542m a un passo dal cielo_46.7_12.06,monte serla 2378 m e monte lungo 2282 m anello dai prati camerali_46.7_12.18,0.7640223922728014
cima del palone rifugio bogani 2079 1880 m_45.98_9.38,monte grignone_45.94_9.41,0.757905545830418
cima del palone rifugio bogani 2079 1880 m_45.98_9.38,grignone dall invernale ma sembra estate_45.94_9.41,0.743731779113003
cima del palone rifugio bogani 2079 1880 m_45.98_9.38,giro ad anello al pizzo alto_46.07_9.43,0.7276309885322526
